article_id,section,date,origin,title,topic,potential_merge,actor,actor_party_bucket,sentiment_score,ascribing,public_reaction,other_actors,other_observations,example_quote,quote_is_direct,topic_certainty,actor_certainty,sentiment_certainty,ascribing_certainty,public_certainty,row_id
2922392425,Opinion,2024-02-06,Toronto Star,I was wrong about Chow,municipal_powers,,Olivia Chow,Municipal/non-partisan,0.9,author,,Doug Ford; Yvan Baker,Column is the author's mea culpa for having underestimated Chow's negotiating skill with both provincial and federal governments.,It was a master class in talking nice while acting tough, in playing it smart and getting results.,FALSE,70,90,90,90,r064
3162207381,opinion/star-columnists,2025-02-01,Toronto Star,Why Doug Ford's early election call could give voters in Toronto something to cheer about,tariffs_trade,,Doug Ford,PC,0.5,author,"Ford's PC party leading in polls by 20+ points amid the tariff standoff, coinciding with $200 rebate cheques being mailed to households",Donald Trump,"Author frames Ford's early election call as strategically timed around the tariff crisis, his poll lead, and the rebate cheques, and ahead of any Greenbelt investigation findings.",Ford is putting on a widely applauded performance as Captain Canada in this sequel edition of the Trump Follies.,FALSE,85,90,70,85,75,r065
3162207381,opinion/star-columnists,2025-02-01,Toronto Star,Why Doug Ford's early election call could give voters in Toronto something to cheer about,housing;health_care;public_transit,,Doug Ford,PC,-0.4,author,,,"Author says transit, housing, and health care were Ford's own top-stated priorities but have seen 'little in the way of measurable results' despite significant spending.","Building transit, building housing and fixing health care may be the three highest priorities Ford set for himself, and they are three areas where a lot of talk (and lots of dollars) have led to little in the way of measurable results.",FALSE,80,90,75,85,,r066
3162207381,opinion/star-columnists,2025-02-01,Toronto Star,Why Doug Ford's early election call could give voters in Toronto something to cheer about,crime,civil_liberties/encampments,Doug Ford,PC,-0.5,author,,,"References the province's encampment-clearing law as 'potentially Charter of Rights defying,' not yet passed as of the article's writing.",the controversial (and potentially Charter of Rights defying) encampment-clearing law has not yet been passed,FALSE,55,85,70,80,,r067
3162207381,opinion/star-columnists,2025-02-01,Toronto Star,Why Doug Ford's early election call could give voters in Toronto something to cheer about,public_transit,,Doug Ford,PC,-0.4,author,,,"Note: explicitly about bike lanes - the province plans to remove Toronto bike lanes, framed as damage some Torontonians hope a new government would reverse.",bike lanes the province plans to rip out are still there on the street today,FALSE,90,90,65,80,,r068
3162207381,opinion/star-columnists,2025-02-01,Toronto Star,Why Doug Ford's early election call could give voters in Toronto something to cheer about,municipal_powers,,Doug Ford,PC,-0.5,author,,Toronto city hall,"Criticizes 'endless, impulsive meddling' in Toronto city hall and 'ridiculous talk of tunnelling under the 401'; also cites Ontario Science Centre closure and Ontario Place tree removal. Article also acknowledges 'beneficial things Ford is delivering to the city, from transit funding to the new deal for Toronto talks' as a counterpoint voters may weigh.","Perhaps Toronto city hall could be spared more of the endless, impulsive meddling that has seen the government and its finances reshaped on the premier's whims.",FALSE,80,85,70,80,,r069
3042453370,opinion/contributors,2024-04-21,Hamilton Spectator,The troubling connection between children's social media use and sleep deprivation,education; mental_health,mental_health->health_care,Ford,PC,-0.2,author,,federal government (committed funding for youth mental health); Ontario school boards (suing social media companies),"Ford's stance mentioned only briefly; article's main focus is a survey on youth social media/sleep, but frames Ford's position as insufficient given the 'critical' situation.",Ontario Premier Doug Ford says resources should be focused on the kids who are in those classrooms,false,70,90,55,80,,r070
3080953426,Canada / World,2024-07-16,Hamilton Spectator,"Province speeds up alcohol expansion:   'Our government is keeping our promise to give people in Ontario choice,' finance minister says",alcohol,alcohol->taxes/economy,Bethlenfalvy (Finance Minister) / Ford government,PC,0.6,"government spokesperson (self-defence, Bethlenfalvy)",,OPSEU president JP Hornick; LCBO staff,Story set amid an OPSEU/LCBO strike over expanded ready-to-drink cocktail sales.,Our government is keeping our promise to give people in Ontario choice and convenience while supporting Ontario-made beverage producers,true,75,90,80,90,,r071
3080953426,Canada / World,2024-07-16,Hamilton Spectator,"Province speeds up alcohol expansion:   'Our government is keeping our promise to give people in Ontario choice,' finance minister says",alcohol,alcohol->taxes/economy,Ford government,PC,-0.7,union (OPSEU president JP Hornick),,Bethlenfalvy,Union frames the accelerated rollout as undercutting LCBO/bargaining and rewarding corporate donors.,Ford is clearly trying to deliver on a promise he made to prospective corporate donors from the convenience and grocery industries during the elections. Doug Ford should stop playing politics with the lives of our members and taxpayers' money.,true,75,90,85,90,,r072
3071629817,Letters,2024-06-24,Toronto Sun,"Letters to the Editor, June 24, 2024",municipal_powers,,Olivia Chow (Toronto mayor),,-0.6,"public (letter writer, published citizen letter)","Citizen letter criticizes Chow's spending priorities (Dundas Square renaming) while the city seeks provincial/federal financial help, citing Toronto's poor finances.",,"Only one of several letters in this roundup touches provincial-municipal funding themes; other letters (federal MP scandal, waterfront traffic) are not thematically tied to the Ontario election and were not extracted as rows.","This is obviously a lie because Toronto must be awash in cash if she can afford to spend hundreds of thousands of taxpayers dollars on this stupid, erroneous socialist whim.",true,55,85,80,90,80,r073
3097482682,opinion/letters-to-the-editor,2024-08-27,Toronto Star,I've changed my mind on supervised consumption sites. The Ford government should too,health_care,supervised consumption -> health_care,Ford government,PC,-0.7,"public (letter writer, published citizen letter)",Citizen letter urges the Ford government to reverse its position on supervised consumption/safe injection sites.,,"Letter writer explicitly reverses his own prior stance, lending weight to his criticism of the government's position.",I strongly suggest that Premier Doug Ford do the same and find the courage to admit that he's wrong.,true,85,90,85,90,85,r074
3164229320,Editorial,2025-02-07,Hamilton Spectator,Next premier must protect Greenbelt,environment_greenbelt; housing,environment_greenbelt->housing,Ontario party leaders and candidates (all),,0.0,author (editorial board),Polls show consistently that more than eight out of 10 Ontarians want the Greenbelt protected.,,Editorial does not single out any one leader by name in the excerpted text; addressed generally to all candidates ahead of the Feb. 27 election.,Polls show consistently that more than eight out of 10 residents want it protected.,false,70,50,40,85,85,r075
3157719754,Toronto & GTA,2025-01-21,Toronto Sun,"WARMINGTON: Thank bourbon, Doug Ford and Danielle Smith for tariff reprieve",tariffs_trade,,Ford,PC,0.7,author (columnist),,"Danielle Smith, Trudeau, Domenic LeBlanc, Kevin O'Leary, Jamil Jivani",Column credits Ford's threat to pull U.S. alcohol from LCBO shelves as a successful tariff-deterrence strategy.,I've sent a direction to the LCBO that if these tariffs come to clear off every bit of U.S. alcohol off the shelves,true,90,95,80,85,,r076
3157719754,Toronto & GTA,2025-01-21,Toronto Sun,"WARMINGTON: Thank bourbon, Doug Ford and Danielle Smith for tariff reprieve",tariffs_trade,,"Justin Trudeau, Danielle Smith (federal PM and Alberta premier)",,0.6,author (columnist),,"Ford, Finance Minister Domenic LeBlanc",Non-Ontario leaders combined into one row since neither is an Ontario party leader and both receive similarly positive credit from the author.,Credit also needs to go to Prime Minister Justin Trudeau and his team of Finance Minister Domenic LeBlanc and other cabinet ministers,false,90,80,70,85,,r077
3157719754,Toronto & GTA,2025-01-21,Toronto Sun,"WARMINGTON: Thank bourbon, Doug Ford and Danielle Smith for tariff reprieve",tariffs_trade,,Ford,PC,-0.4,"public (Twitter/X user, embedded tweet)",Embedded tweet from a member of the public questioning why Ford kept up tariff rhetoric after Trump paused tariff plans.,,,Why is Ford continuing with his rhetoric?,true,85,90,70,85,80,r078
3116427910,news/gta,2024-10-13,Toronto Star,Community demands action after shots fired at Jewish girls school in North York,crime; hate_crimes,hate_crimes->crime,Ford,PC,0.3,"author (reporter, direct quotes)",,"Trudeau, Olivia Chow, Ya'ara Saks, school/community leaders",Ford's comments were part of near-uniform political condemnation of the shooting; no explicit provincial-election framing.,"""these people need to be caught"" and ""thrown in jail.""",true,85,90,55,85,,r079
3116427910,news/gta,2024-10-13,Toronto Star,Community demands action after shots fired at Jewish girls school in North York,crime; hate_crimes,hate_crimes->crime,"Trudeau, Olivia Chow, Ya'ara Saks (other political leaders)",,0.3,"author (reporter, direct quotes)",,Ford,Combined non-Ontario-party-leader actors who all issued similarly worded condemnations.,very disturbed ... antisemitism is a disgusting and dangerous form of hate - and we won't let it stand,true,80,75,60,80,,r080
3072502056,FP Windsor,2024-06-26,Windsor Star,"Hitting Chinese EVs with new tariffs could result in economic retaliation; Freeland calls out 'unfair'trade policies, but some are urging caution for Canada",tariffs_trade,,Ford,PC,0.3,"author (reporter, paraphrase)",,"Chrystia Freeland, David Adams (Global Automakers of Canada)",Ford portrayed as leading provincial push for federal EV tariffs to protect Ontario's battery/auto manufacturing investment.,Ontario Premier Doug Ford has led a chorus of voices urging the federal government to also enact tariffs on Chinese-made EVs,false,90,90,55,80,,r081
3072502056,FP Windsor,2024-06-26,Windsor Star,"Hitting Chinese EVs with new tariffs could result in economic retaliation; Freeland calls out 'unfair'trade policies, but some are urging caution for Canada",tariffs_trade,,Vic Fedeli (Ontario Minister of Economic Development),PC,0.2,"author (reporter, direct quote)",,"Ford, Chrystia Freeland, David Adams",Fedeli supports mirroring U.S. tariffs but also cautions the federal government about Chinese retaliation risk.,We need to mirror the U.S. approach on tariffs because we have to be aligned.,true,90,90,55,85,,r082
3056062790,Canada,2024-05-17,National Post,Hiding from Ontario's nursing shortage won't save Doug Ford,health_care,,Ford government,PC,-0.8,"author (columnist, Randall Denley)",,"College of Nurses of Ontario, Ontario College of Family Physicians",Opinion piece arguing the Ford government has concealed the true scale of Ontario's health-worker shortage and lacks a real hiring plan.,That's something the Doug Ford government has consistently failed to do.,false,95,95,90,90,,r083
3056062790,Canada,2024-05-17,National Post,Hiding from Ontario's nursing shortage won't save Doug Ford,health_care,,Ford government,PC,-0.5,Financial Accountability Office (independent legislative watchdog),,,FAO's own study cited as independent evidence that hospital and long-term-care capacity will fall short of demand.,"Relative to projected growth in demand, by 2027-28, Ontario will have less hospital capacity, similar home-care capacity and less long-term care capacity compared to what it had in 2019-20.",true,90,90,75,85,,r084
3123785939,news/gta,2024-11-04,Toronto Star,Don Valley West voters head to the polls today in unusually contentious council race,municipal_powers; education,,Anthony Furey,,-0.8,"critics (Kathleen Wynne, Progress Toronto)",,Rachel Chernos Lin,Wynne (former Ontario Liberal premier) and Progress Toronto (advocacy group) combined as ascribers given very similar negative characterizations; neither is a current Ontario party leader.,bigoted views against Muslims and gay people,true,60,85,80,75,,r085
3123785939,news/gta,2024-11-04,Toronto Star,Don Valley West voters head to the polls today in unusually contentious council race,crime; public_transit (bike lanes); taxes,,Anthony Furey,,0.1,"author (reporter, paraphrase)",,"Stephen Lecce, Tim Hudak (Ontario PC figures who campaigned for him)","Furey's platform (remove bike lanes, crackdown on crime, oppose tax hikes) echoes provincial PC/Ford-government positions debated during the 2025 election, notably bike-lane removal.","He presented himself as a ""common sense"" conservative, vowing to fight worsening traffic, tamp down on crime, oppose tax increases, and remove bike lanes in the ward.",false,70,85,50,80,,r086
3123785939,news/gta,2024-11-04,Toronto Star,Don Valley West voters head to the polls today in unusually contentious council race,municipal_powers; education,,Rachel Chernos Lin,,0.4,"author (reporter, paraphrase)",,Anthony Furey,"Chernos Lin is TDSB chair (education-adjacent); portrayed as the experienced, process-oriented candidate.","Chernos Lin pitched herself as the most experienced candidate, and vowed to ease gridlock, institute traffic calming in local neighbourhoods and give residents a greater say in the development process.",false,65,80,55,75,,r087
3167578275,News,2025-02-17,Toronto Star,Stage set for the main debate:   Four party leaders ready for 90 minutes of televised verbal jousting,campaign_conduct,"new topic, no clear existing-list match",Ford,PC,-0.6,Bonnie Crombie (Liberal Leader),,"Marit Stiles, Mike Schreiner","Exchange occurred at the earlier North Bay northern-issues debate, previewing the main Feb. 17 debate.",lies,true,60,95,80,95,,r088
3167578275,News,2025-02-17,Toronto Star,Stage set for the main debate:   Four party leaders ready for 90 minutes of televised verbal jousting,campaign_conduct,"new topic, no clear existing-list match",Bonnie Crombie,Liberal,-0.5,Ford,,"Marit Stiles, Mike Schreiner","Ford dismissed Crombie's attempt to distance herself from past Liberal premiers' (McGuinty, Wynne) records as ""a joke.""",a joke,true,60,95,75,90,,r089
3167578275,News,2025-02-17,Toronto Star,Stage set for the main debate:   Four party leaders ready for 90 minutes of televised verbal jousting,,,Ford,PC,0.6,"author (reporter, reporting poll standing)","Article notes Ford/PC enjoy a big lead in public opinion polls heading into the debate, which the other three leaders are looking to close.","Marit Stiles, Bonnie Crombie, Mike Schreiner",Stiles and Schreiner are noted as planning to target Ford but no explicit sentiment quotes from them appear in this article.,"With Ford, whose Progressive Conservatives have been in office since 2018, enjoying a big lead in public opinion polls, Stiles, Crombie and Schreiner will have their sights set on him.",false,50,95,85,85,85,r090
3156204089,politics/provincial,2025-01-15,Hamilton Spectator,Secondary teachers' union slams funding with 'Ford High' ad campaign,education,,Doug Ford / provincial government,PC,-0.8,Teachers' unions (OSSTF; Ontario's Catholic teachers),,Karen Littlewood (OSSTF president); Ontario Public School Boards' Association,"Union's ""Ford High"" ad campaign portrays the education system as ""at a breaking point"" due to underfunding; Catholic teachers separately launched a related campaign (knowmore.ca) with a similar message.","Our schools are falling apart, our teachers and education workers are burning out, and students are being left behind.",TRUE,95,90,90,90,,r091
3156204089,politics/provincial,2025-01-15,Hamilton Spectator,Secondary teachers' union slams funding with 'Ford High' ad campaign,education,,Doug Ford / provincial government,PC,-0.5,Ontario Public School Boards' Association (OPSBA),,Karen Littlewood; OSSTF,"OPSBA estimates that, adjusted for inflation, the province is spending $776 less per student this year despite a nominal $745-million funding increase, framed as evidence funding has not kept pace with costs.",the province is actually spending $776 less per student this year (adjusted for inflation),FALSE,90,85,75,85,,r092
3053449546,News,2024-05-11,Toronto Star,Ontario appeals decision to strike down parts of bill:   Law made it illegal to work undercover on animal farms,agriculture_trespass_law,crime,Ontario government (Doug Ford's government),PC,0.1,Author / neutral news reporting,,Justice Markus Koehnen; Animal Justice; Camille Labchuk,Government is appealing a court ruling that struck down parts of Bill 156 (Security from Trespass and Protecting Food Safety Act) as unconstitutional; article is largely neutral factual reporting of the legal dispute.,the point of the act was to protect farmers and their animals, strengthen biosecurity and prevent economic harm,FALSE,70,90,55,80,r093
3053449546,News,2024-05-11,Toronto Star,Ontario appeals decision to strike down parts of bill:   Law made it illegal to work undercover on animal farms,agriculture_trespass_law,crime,Ontario government (Doug Ford's government),PC,-0.7,Animal Justice (Camille Labchuk),,Justice Koehnen,"Animal Justice frames the government's appeal as an attempt to preserve a ""secretive"" industry practice and undermine public transparency/accountability for animal cruelty.","Undercover investigations are one of the only tools we have to hold farms and slaughterhouses to account for unlawful cruelty to animals, and to bring public transparency to a troubling, secretive sector.",TRUE,70,90,88,92,,r094
3053449546,News,2024-05-11,Toronto Star,Ontario appeals decision to strike down parts of bill:   Law made it illegal to work undercover on animal farms,agriculture_trespass_law,crime,Justice Markus Koehnen (lower court ruling),N/A,-0.5,Ontario government (in its notice of appeal),,Animal Justice,"Province argues the judge made a ""palpable and overriding error of fact"" in his ruling striking down parts of the law.",The Superior Court made a palpable and overriding error of fact in concluding that reducing or eliminating undercover 'exposés' was a purpose of the legislation.,TRUE,60,80,80,85,,r095
3126483284,news/gta,2024-11-10,Toronto Star,'The person using that bike lane could be your doctor': Hundreds rally to protest Ford government's plan to remove bike lanes,public_transit (bike lanes),,Ford government / Bill 212,PC,-0.8,Protesters/cyclists at the rally (public),TRUE - hundreds of cyclists rallied at Christie Pits Park and rode along Bloor Street to protest Bill 212 and the planned removal of bike lanes,Premier Doug Ford; Transportation Minister Prabmeet Sarkaria; James Macfarlane; Rahul Sharma; Eva Stanger-Ross; Zev Godfrey,"Bill 212 would require municipal approval for new bike lanes that remove a vehicle lane and could force removal of existing lanes on Bloor, University and Yonge; protesters framed removal as a safety and access issue.","The person using that bike lane could be your doctor, your personal support worker, or your DoorDash delivery person.",TRUE,97,92,88,85,92,r096
3126483284,news/gta,2024-11-10,Toronto Star,'The person using that bike lane could be your doctor': Hundreds rally to protest Ford government's plan to remove bike lanes,public_transit (bike lanes),,Ford government / Transportation Minister Sarkaria,PC,-0.9,"NDP MPP Jessica Bell, relaying an open letter from Karen Orme","TRUE - published open letter from a cyclist's mother, read publicly at the rally",Alex Amaro (deceased cyclist); Karen Orme,Emotional moment at the rally; the letter argues the government's stated rationale (giving people more time with family) rings hollow given a cycling death.,"Minister Sarkaria, you say that this ... legislation is about giving people more time with their families. Our family would give anything to have more time with Alex.",TRUE,95,85,90,80,85,r097
3126483284,news/gta,2024-11-10,Toronto Star,'The person using that bike lane could be your doctor': Hundreds rally to protest Ford government's plan to remove bike lanes,public_transit (bike lanes),,cyclists/bike lane advocates,N/A,-0.5,an unnamed frustrated driver at the protest,TRUE - spontaneous public reaction of a motorist inconvenienced by the protest,,Shows a dissenting driver's perspective amid the otherwise pro-bike-lane rally coverage.,Hurry up. People have places to go!,TRUE,80,60,65,70,70,r098
3042413714,Opinion,2024-04-20,Sault Star,Ford reversals remind us our voices have power,domestic_violence_policy,crime,Doug Ford,PC,0.3,Author (opinion columnist),,NDP (motion sponsor, unnamed),"Backhanded-compliment framing: praises Ford's willingness to ""backtrack"" under sustained public pressure, citing his Conservatives' reversal to support an NDP motion declaring intimate partner violence an epidemic, after months of resistance.",Something Premier Doug Ford probably doesn't get enough credit for: He knows how to backtrack.,TRUE,65,90,70,90,r099
3075419713,news/gta,2024-07-02,Toronto Star,Pro-Palestinian protesters have until 6 p.m. Wednesday to leave U of T encampment. Here's what happens next,campus_protests,crime,pro-Palestinian encampment protesters at U of T,N/A,-0.4,Premier Doug Ford,TRUE (weak) - Ford says he received messages of concern from parents about the protests,Toronto Police; University of Toronto,"Ford's comment is brief and secondary to the main story about the legal injunction process for clearing the encampment; comparisons drawn to encampment clearings in Montreal, Edmonton and at York University.",people are fed up,TRUE,55,75,60,80,45,r100
3148768463,News,2024-12-24,Toronto Star,Province looks to top court on climate challenge:   Group argues lower emissions target violates Charter,climate_policy,,Ontario government (Ford's government),PC,-0.6,Fraser Thomson (Ecojustice lawyer representing youth plaintiffs),,seven youth plaintiffs,Case centers on Ontario's 2018 repeal of its cap-and-trade law and replacement of the emissions target (37% below 1990 levels by 2030) with a weaker target (30% below 2005 levels); Ontario is asking the Supreme Court to hear the case.,The climate crisis isn't going away, and neither are we.,TRUE,90,90,75,88,r101
3081756667,politics/provincial,2024-07-17,Toronto Star,Doug Ford optimistic as contract talks resume in LCBO strike,labour_relations (LCBO strike),,Doug Ford,PC,0.6,Doug Ford (self),,Colleen MacLeod; JP Hornick; OPSEU,"Ford portrays himself as optimistic and constructive, emphasizing an offered wage increase and benefits package, ahead of resumed LCBO/OPSEU negotiations.","I've talked to hundreds and hundreds of frontline workers, they just want to get back to work. The people of Ontario want to work, LCBO wants to work.",TRUE,90,95,85,90,,r102
3081756667,politics/provincial,2024-07-17,Toronto Star,Doug Ford optimistic as contract talks resume in LCBO strike,labour_relations (LCBO strike);alcohol_policy,,Ford government (LCBO strike handling / alcohol liberalization plan),PC,-0.7,OPSEU union leadership (Colleen MacLeod; JP Hornick),,Doug Ford,"Union blames Ford directly for provoking/prolonging the strike through his alcohol-liberalization ""interference,"" while stating it won't back down from core demands (protecting jobs and public revenues).","today is about the concrete gains that must be achieved at the bargaining table, directly with this employer, to end the strike that Ford forced by interfering.",TRUE,88,88,85,90,,r103
3081756667,politics/provincial,2024-07-17,Toronto Star,Doug Ford optimistic as contract talks resume in LCBO strike,labour_relations (LCBO strike),,OPSEU/LCBO striking workers,N/A,0.6,Doug Ford,,Colleen MacLeod,"Ford praises frontline strikers personally even while negotiating against their union, calling them ""so polite"" and saying their stories ""hit you in the heart.""",so polite,TRUE,80,80,75,85,,r104
3081756667,politics/provincial,2024-07-17,Toronto Star,Doug Ford optimistic as contract talks resume in LCBO strike,alcohol_policy;election_polling,,Doug Ford / PC government,PC,0.5,the public (via Campaign Research and Abacus Data polling),"TRUE - polling shows majority support for the alcohol liberalization policy and a comfortable PC lead over the Liberals, NDP and Greens",Bonnie Crombie; Marit Stiles; Mike Schreiner,"Internal PC polling (Campaign Research, n=1,995) found 57% support for Ford's alcohol sales expansion and only 32% opposed OPSEU's strike decision; a separate Abacus Data tracking poll for the Star showed the PCs comfortably ahead in party standings (41% vs. Liberals 25%, NDP 22%, Greens 8%).",Ford's Tories were at 41 per cent to 26 per cent for Bonnie Crombie's Liberals, 18 per cent for Marit Stiles's New Democrats and 10 per cent for Mike Schreiner's Greens,FALSE,78,82,72,78,r105
3123271354,Canada,2024-11-01,National Post,Ford demands TMU's new med school educate qualified students 'regardless of their race',post_secondary;health_care,equity_admissions (new; merges into post_secondary/health_care),Doug Ford / Ford government,PC,0.3,author,,TMU; Dr. Dominick Shelton; Dr. Harry Rakowski; Grace Lee,"Article reports Ford's office demanding TMU prioritize qualified students ""regardless of race,"" amid controversy over equity-based admissions at the new Brampton medical school.","medical schools must ensure that qualified individuals fill these seats, regardless of their race or background.",TRUE,75,90,55,70,,r106
3123271354,Canada,2024-11-01,National Post,Ford demands TMU's new med school educate qualified students 'regardless of their race',post_secondary;health_care,equity_admissions,TMU / Dr. Dominick Shelton (dean of admissions),Other/Non-partisan,0.5,"TMU (Shelton, self-ascribed)",,Ford; Grace Lee; Rakowski,Shelton defends equity-based admissions program as addressing historic under-representation of Black and other groups in medicine.,There are many groups in medicine that traditionally have been under-represented... that is an important part of why we (created) all these pathways in order to bridge that gap.,TRUE,80,85,70,80,,r107
3123271354,Canada,2024-11-01,National Post,Ford demands TMU's new med school educate qualified students 'regardless of their race',post_secondary;health_care,equity_admissions,TMU equity admissions policy,Other/Non-partisan,-0.5,"Dr. Harry Rakowski (Toronto cardiologist, critic)",,Ford; Shelton; TMU,"Rakowski criticizes lowered academic requirements, warns of under-trained doctors.",there's a breed of doctors who are under-trained because they're not pushed hard enough. This accelerates that concern.,TRUE,78,88,80,85,,r108
2918434299,Canada,2024-01-25,Sudbury Star,Student cap will hit schools'finances hard,immigration;post_secondary,,Marc Miller / federal government (international student cap policy),Federal Liberal (Other),0.0,author,,provinces; Ontario government,"Federal cap on international student visas (360,000/year, 35% reduction) will disproportionately hit Ontario schools reliant on international tuition revenue.","his department will issue no more than 360,000 new visas this year, 35 per cent lower than last year",FALSE,80,85,60,65,,r109
2918434299,Canada,2024-01-25,Sudbury Star,Student cap will hit schools'finances hard,post_secondary,,Ontario universities/colleges (financial reliance on international students),Other/Non-partisan,-0.5,Bonnie Lysyk (Ontario Auditor General),,Algoma University; Laurentian University,"Lysyk's audits found some schools (e.g., Algoma's Brampton campus, Laurentian) dangerously reliant on international student revenue.",A high reliance on international student enrolment by universities poses risks outside of the Ministry's and the universities' control.,TRUE,85,82,78,85,,r110
2918434299,Canada,2024-01-25,Sudbury Star,Student cap will hit schools'finances hard,post_secondary,,Ontario provincial government (funding / tuition freeze),PC,-0.4,Steve Orsini (Council of Ontario Universities),,Jill Dunlop,"Orsini says universities face growing deficits from a tuition freeze plus no new provincial funding, worsened by the student cap; calls for more time to adapt.","Before (Monday's) announcement, there were at least 10 universities facing sizable operating deficits, totalling $175 million this year and growing to $273 million next year.",TRUE,82,75,72,80,,r111
2918434299,Canada,2024-01-25,Sudbury Star,Student cap will hit schools'finances hard,immigration;post_secondary,,international student program (structural critique),Other/Non-partisan,-0.3,"Mikal Skuterud (economics professor, University of Waterloo)",,Marc Miller,Skuterud says the program became a de facto low-wage labour channel rather than serving its intended purpose; urges data-driven provincial allocation decisions.,"The student program is not about plugging holes in low skilled labour markets, but that's kind of what it's become in a lot of ways.",TRUE,75,80,70,78,,r112
3037733622,Comment,2024-04-12,Toronto Sun,All about booze,alcohol,taxes/consumer_policy,Doug Ford,PC,-0.5,"public (published reader letter, Peter Wilson, North York)","Published citizen letter criticizing Ford's LCBO free-paper-bag initiative as misplaced priorities, favouring alcohol convenience over food affordability for struggling Ontarians.",grocers/LCBO,"Letter responds to a prior Toronto Sun column (""Folding on paper""); sarcastic tone throughout.",Isn't food more important to struggling Ontarians than alcohol? Not in Ford's opinion. It's all about alcohol. It's a family value!,TRUE,70,90,85,88,85,r113
3099097581,NP Comment,2024-08-30,National Post,Derek Finkle: Harm reductionists struggle to accept that they're losing Ontario,health_care,crime,Doug Ford government (injection site closures),PC,0.3,author,,CUPE; Zoe Dodd,"Author frames the closure of 10 supervised injection sites near schools favourably, casting harm reduction activists as being in denial/anger over losing influence.",harm reduction activists had moved on from denial and were well into the second Kubler-Ross stage of accepting the dire news - anger.,FALSE,80,75,55,70,,r114
3099097581,NP Comment,2024-08-30,National Post,Derek Finkle: Harm reductionists struggle to accept that they're losing Ontario,health_care;crime,,Zoe Dodd / CUPE harm reduction activists,Other/Non-partisan,-0.6,author,CUPE organized a press conference to publicly express anger over the site closures.,parents; business owners; Ford government,"Article recounts Dodd's earlier controversial ""spray them all"" remark and her dismissive response to safety concerns; references a nearby fatal shooting linked to the injection site.","We need to talk about, what is safety? Is safety a feeling?",TRUE,82,85,85,80,70,r115
2933366680,opinion/star-columnists,2024-03-01,Toronto Star,Doug Ford's pursuit of 'like-minded judges' risks taking us down the same disastrous path as the U.S.,judicial_appointments,crime,Doug Ford,PC,-0.8,author,,,"Column (excerpt) criticizes Ford for stacking the provincial judicial appointments committee with political allies to secure ""like-minded judges,"" comparing this to U.S. politicization of the courts.","Doug Ford has doubled down. And then he said he was ""tripling down."" ""Quadrupling down,"" now, even.",TRUE,65,90,88,85,,r116
3108476043,News,2024-09-24,Globe and Mail,Why Doug Ford won his by-elections and Justin Trudeau lost his,public_transit;municipal_powers;housing,,Doug Ford / Ontario PCs,PC,0.1,author,,Justin Trudeau; Pierre Poilievre,"Author credits Ford's political success (winning the by-election, remaining popular) to catering to suburban, car-commuting voters via policies like Highway 413, corner-store alcohol sales, and a proposed ban on municipal bike lanes restricting car traffic. Bike lane note: article specifically cites a CBC report that the Ford government was considering legislation banning municipalities from installing bike lanes that restrict car traffic flow. [crosscheck: revised per Opus review]","Mr. Ford caters to the wishes of his suburban, middle-class, car-commuting voting base, ignoring the experts. It has earned him two majority governments.",FALSE,75,90,60,75,,r117
3108476043,News,2024-09-24,Globe and Mail,Why Doug Ford won his by-elections and Justin Trudeau lost his,housing;immigration;taxes,,Justin Trudeau / federal Liberals,Federal Liberal (Other),-0.5,author,"Cites CBC poll tracker showing federal Liberals trailing Conservatives by 19 points in Ontario, attributed to suburban voter frustration over the carbon tax, housing costs, inflation, interest rates, and immigration.",Pierre Poilievre; Doug Ford,"Poilievre is described as poised to win a majority government with suburban Ontario support, per the article's framing.","his party now trails the Conservatives by a whopping 19 points in the province, according to the CBC poll tracker.",FALSE,65,85,75,75,80,r118
3132154588,Columnists,2024-11-22,Toronto Sun,OPINION: Ford's and Trudeau's one-time tax rebates are a cash transfer from the young to the old,taxes,,Doug Ford / Ontario government (one-time tax rebate),PC,-0.5,"authors (Ben Eisen and Jake Fuss, Fraser Institute economists)",,Justin Trudeau,"Opinion column argues Ford's (and Trudeau's) debt-financed one-time tax rebates amount to a ""cash transfer from the young to the old,"" criticizing deficit financing of populist gimmicks.",accumulating debt without adequate consideration of the burden being placed on future generations is nothing new for either Ford or Trudeau.,FALSE,88,90,82,85,,r119
3132154588,Columnists,2024-11-22,Toronto Sun,OPINION: Ford's and Trudeau's one-time tax rebates are a cash transfer from the young to the old,taxes,,Justin Trudeau / federal government (one-time tax rebate),Federal Liberal (Other),-0.5,"authors (Ben Eisen and Jake Fuss, Fraser Institute economists)",,Doug Ford,"Federal $250 rebate to Canadians earning under $150k criticized alongside Ontario's $200 rebate as fiscally irresponsible, debt-financed gimmicks.","The Trudeau government is planning to send an additional $250 to all Canadian adults earning less than $150,000.",FALSE,85,88,80,85,,r120
